date,weekday,visitors,sales,avg_temp,rain_mm,is_holiday
2025-07-28,월,181,914453,28.8,6.7,False
2025-07-29,화,208,1083782,29.2,1.1,False
2025-07-30,수,228,1195761,32.2,0.0,False
2025-07-31,목,281,1459406,30.5,0.0,False
2025-08-01,금,217,1136911,27.3,0.0,False
2025-08-02,토,280,1465826,29.5,0.0,False
2025-08-03,일,250,1247087,23.4,0.0,False
2025-08-04,월,195,971873,28.1,0.0,False
2025-08-05,화,182,938604,26.1,5.8,False
2025-08-06,수,237,1219477,31.1,0.0,False
2025-08-07,목,204,1042911,18.8,0.0,False
2025-08-08,금,235,1169250,22.8,0.0,False
2025-08-09,토,276,1360373,23.0,0.0,False
2025-08-10,일,227,1155436,25.7,0.0,False
2025-08-11,월,207,1067123,28.9,0.0,False
2025-08-12,화,219,1126002,30.6,1.7,False
2025-08-13,수,191,964402,26.4,0.0,False
2025-08-14,목,228,1147337,24.4,0.0,False
2025-08-15,금,290,1423574,21.8,0.0,True
2025-08-16,토,297,1536752,29.3,0.0,False
2025-08-17,일,181,907524,22.6,13.1,False
2025-08-18,월,198,1025853,24.4,0.0,False
2025-08-19,화,190,969614,20.0,0.6,False
2025-08-20,수,219,1075330,20.3,0.0,False
2025-08-21,목,213,1074379,20.5,0.0,False
2025-08-22,금,264,1384373,30.4,5.0,False
2025-08-23,토,298,1510997,25.3,0.0,False
2025-08-24,일,273,1367569,25.4,0.0,False
2025-08-25,월,201,948550,19.6,0.0,False
2025-08-26,화,208,990268,20.8,0.0,False
2025-08-27,수,211,1063987,21.6,0.0,False
2025-08-28,목,194,953427,23.9,0.0,False
2025-08-29,금,252,1254519,19.9,0.0,False
2025-08-30,토,216,,19.6,40.5,False
2025-08-31,일,233,1166671,22.2,0.0,False
2025-09-01,월,197,1060613,24.2,0.0,False
2025-09-02,화,201,998186,27.0,0.0,False
2025-09-03,수,197,1030952,21.6,4.0,False
2025-09-04,목,225,1130510,26.6,0.0,False
2025-09-05,금,216,1031352,14.9,0.0,False
2025-09-06,토,277,1386004,18.6,0.0,False
2025-09-07,일,214,1061344,24.5,0.0,False
2025-09-08,월,63,315954,20.4,0.0,False
2025-09-09,화,191,935413,20.3,0.0,False
2025-09-10,수,210,1056314,23.0,0.0,False
2025-09-11,목,224,1102522,20.7,0.0,False
2025-09-12,금,250,1211943,19.0,0.0,False
2025-09-13,토,267,1289862,20.2,0.0,False
2025-09-14,일,257,1228690,20.4,0.0,False
2025-09-15,월,199,996463,19.9,0.0,False
2025-09-16,화,190,964514,17.6,0.0,False
2025-09-17,수,189,939730,20.5,0.0,False
2025-09-18,목,208,1049152,18.9,0.0,False
2025-09-19,금,234,1126266,16.4,0.0,False
2025-09-20,토,261,1317013,20.7,0.0,False
2025-09-21,일,216,1053552,16.9,0.0,False
2025-09-22,월,168,800011,17.1,2.7,False
2025-09-23,화,159,768559,18.5,10.7,False
2025-09-24,수,190,894009,14.6,0.0,False
2025-09-25,목,163,822707,16.6,20.6,False
2025-09-26,금,245,1212911,18.0,0.0,False
2025-09-27,토,294,1437783,18.8,0.0,False
2025-09-28,일,239,1171651,17.0,3.0,False
2025-09-29,월,177,908535,10.5,0.0,False
2025-09-30,화,171,826103,13.5,0.0,False
2025-10-01,수,201,998436,10.7,0.0,False
2025-10-02,목,199,1018464,15.4,0.0,False
2025-10-03,금,290,1366632,14.3,0.0,True
2025-10-04,토,266,1300883,17.8,0.0,False
2025-10-05,일,232,1128463,18.9,10.3,True
2025-10-06,월,208,1028018,14.9,0.0,True
2025-10-07,화,224,1094262,13.2,0.0,True
2025-10-08,수,240,1218377,16.2,0.0,True
2025-10-09,목,262,1265196,10.3,0.0,True
2025-10-10,금,239,1159047,7.8,0.0,False
2025-10-11,토,238,1143578,10.5,1.9,False
2025-10-12,일,208,1035834,14.5,0.0,False
2025-10-13,월,126,623930,13.6,40.9,False
2025-10-14,화,179,897461,13.6,0.0,False
2025-10-15,수,125,590871,15.0,22.8,False
2025-10-16,목,188,941980,10.7,0.0,False
2025-10-17,금,196,988694,11.5,0.0,False
2025-10-18,토,245,1134876,15.4,0.0,False
2025-10-19,일,188,948232,10.9,0.0,False
2025-10-20,월,169,795496,11.8,0.0,False
2025-10-21,화,181,904390,12.4,0.0,False
2025-10-22,수,181,896604,7.9,0.0,False
2025-10-23,목,178,862939,9.1,0.0,False
2025-10-24,금,252,1254543,16.6,0.0,False
2025-10-25,토,267,1259671,5.4,0.0,False
2025-10-26,일,180,905387,10.6,0.0,False
2025-10-27,월,177,842016,13.7,0.0,False
2025-10-28,화,174,880794,16.5,0.0,False
2025-10-29,수,178,914684,5.5,0.0,False
2025-10-30,목,202,1012695,11.3,2.7,False
2025-10-31,금,229,1182796,9.2,0.0,False
2025-11-01,토,252,1244548,12.5,0.0,False
2025-11-02,일,196,949528,10.8,0.0,False
2025-11-03,월,147,721326,5.6,0.0,False
2025-11-04,화,178,884196,7.2,0.0,False
2025-11-05,수,173,839006,10.7,0.0,False
2025-11-06,목,179,863171,10.8,0.0,False
2025-11-07,금,220,1050380,9.2,0.0,False
2025-11-08,토,233,1168987,3.9,0.0,False
2025-11-09,일,197,951124,8.8,0.0,False
2025-11-10,월,147,704980,6.6,8.1,False
2025-11-11,화,156,773944,8.7,0.0,False
2025-11-12,수,165,795296,6.6,0.0,False
2025-11-13,목,186,908509,2.9,0.0,False
2025-11-14,금,198,979626,9.1,0.0,False
2025-11-15,토,226,1082892,3.3,0.0,False
2025-11-16,일,180,856331,4.2,2.6,False
2025-11-17,월,135,684509,3.9,0.0,False
2025-11-18,화,155,766771,5.8,0.0,False
2025-11-19,수,162,765017,5.3,0.0,False
2025-11-20,목,156,739252,6.6,4.5,False
2025-11-21,금,189,892423,3.8,0.0,False
2025-11-22,토,237,1122230,3.3,3.3,False
2025-11-23,일,189,937629,0.6,0.0,False
2025-11-24,월,164,804581,4.0,0.0,False
2025-11-25,화,184,957457,2.7,0.0,False
2025-11-26,수,159,772983,6.8,0.0,False
2025-11-27,목,168,819481,7.3,0.0,False
2025-11-28,금,234,1147426,7.5,0.0,False
2025-11-29,토,223,1155179,7.1,0.0,False
2025-11-30,일,161,794736,4.8,4.2,False
2025-12-01,월,133,622501,1.7,0.0,False
2025-12-02,화,165,788183,2.7,0.0,False
2025-12-03,수,193,964871,3.4,0.0,False
2025-12-04,목,180,912512,0.5,0.0,False
2025-12-05,금,203,918769,4.7,0.0,False
2025-12-06,토,188,922675,2.8,12.8,False
2025-12-07,일,140,712045,1.2,18.7,False
2025-12-08,월,165,767493,0.7,4.4,False
2025-12-09,화,183,889400,1.5,0.0,False
2025-12-10,수,165,826621,0.1,0.0,False
2025-12-11,목,183,878615,2.1,0.0,False
2025-12-12,금,175,872343,1.8,0.0,False
2025-12-13,토,237,1138828,1.9,0.0,False
2025-12-14,일,187,936131,3.5,0.0,False
2025-12-15,월,160,785684,-1.2,0.0,False
2025-12-16,화,179,854673,-1.9,0.0,False
2025-12-17,수,171,850571,3.8,0.0,False
2025-12-18,목,151,738286,-6.7,0.0,False
2025-12-19,금,167,814584,5.5,12.9,False
2025-12-20,토,217,1015970,,0.0,False
2025-12-21,일,185,932183,-1.0,0.0,False
2025-12-22,월,162,793720,4.8,0.0,False
2025-12-23,화,174,854487,-1.4,0.0,False
2025-12-24,수,174,858540,-1.6,0.0,False
2025-12-25,목,205,986541,2.0,0.0,True
2025-12-26,금,177,913325,-1.9,0.0,False
2025-12-27,토,231,1121773,-2.1,0.0,False
2025-12-28,일,202,976988,-2.2,0.0,False
2025-12-29,월,140,688879,3.2,0.0,False
2025-12-30,화,147,710050,-0.8,0.0,False
2025-12-31,수,175,865708,-3.8,0.0,False
