date,menu,category,orders,amount
2024-04-17,카페라떼,라떼/기타,53,265000
2024-04-17,바닐라라떼,라떼/기타,22,121000
2024-04-17,콜드브루,커피,17,93500
2024-04-17,카푸치노,라떼/기타,12,60000
2024-04-17,녹차라떼,라떼/기타,11,60500
2024-04-17,초코라떼,라떼/기타,10,55000
2024-04-17,에스프레소,커피,6,21000
2024-04-17,디카페인 아메리카노,커피,3,15000
2024-04-18,아메리카노,커피,56,252000
2024-04-18,카페라떼,라떼/기타,34,170000
2024-04-18,바닐라라떼,라떼/기타,15,82500
2024-04-18,콜드브루,커피,18,99000
2024-04-18,카푸치노,라떼/기타,10,50000
2024-04-18,녹차라떼,라떼/기타,8,44000
2024-04-18,초코라떼,라떼/기타,8,44000
2024-04-18,에스프레소,커피,7,24500
2024-04-18,디카페인 아메리카노,커피,4,20000
2024-04-19,아메리카노,커피,63,283500
2024-04-19,카페라떼,라떼/기타,28,140000
2024-04-19,바닐라라떼,라떼/기타,17,93500
2024-04-19,콜드브루,커피,16,88000
2024-04-19,카푸치노,라떼/기타,15,75000
2024-04-19,녹차라떼,라떼/기타,8,44000
2024-04-19,초코라떼,라떼/기타,5,27500
2024-04-19,에스프레소,커피,5,17500
2024-04-19,디카페인 아메리카노,커피,4,20000
2024-04-20,아메리카노,커피,64,288000
2024-04-20,카페라떼,라떼/기타,39,195000
2024-04-20,바닐라라떼,라떼/기타,19,104500
2024-04-20,콜드브루,커피,21,115500
2024-04-20,카푸치노,라떼/기타,17,85000
2024-04-20,녹차라떼,라떼/기타,12,66000
2024-04-20,초코라떼,라떼/기타,11,60500
2024-04-20,에스프레소,커피,9,31500
2024-04-20,디카페인 아메리카노,커피,4,20000
2024-04-21,아메리카노,커피,53,238500
2024-04-21,카페라떼,라떼/기타,21,105000
2024-04-21,바닐라라떼,라떼/기타,20,110000
2024-04-21,콜드브루,커피,6,33000
2024-04-21,카푸치노,라떼/기타,6,30000
2024-04-21,녹차라떼,라떼/기타,10,55000
2024-04-21,초코라떼,라떼/기타,9,49500
2024-04-21,에스프레소,커피,5,17500
2024-04-21,디카페인 아메리카노,커피,3,15000
2024-04-22,아메리카노,커피,29,130500
2024-04-22,카페라떼,라떼/기타,27,135000
2024-04-22,바닐라라떼,라떼/기타,16,88000
2024-04-22,콜드브루,커피,14,77000
2024-04-22,카푸치노,라떼/기타,6,30000
2024-04-22,녹차라떼,라떼/기타,7,38500
2024-04-22,초코라떼,라떼/기타,7,38500
2024-04-22,에스프레소,커피,5,17500
2024-04-22,디카페인 아메리카노,커피,3,15000
2024-04-23,아메리카노,커피,46,207000
2024-04-23,카페라떼,라떼/기타,40,200000
2024-04-23,바닐라라떼,라떼/기타,18,99000
2024-04-23,콜드브루,커피,17,93500
2024-04-23,카푸치노,라떼/기타,9,45000
2024-04-23,녹차라떼,라떼/기타,7,38500
2024-04-23,초코라떼,라떼/기타,7,38500
2024-04-23,에스프레소,커피,6,21000
2024-04-23,디카페인 아메리카노,커피,3,15000
2024-04-24,아메리카노,커피,51,229500
2024-04-24,카페라떼,라떼/기타,31,155000
2024-04-24,바닐라라떼,라떼/기타,16,88000
2024-04-24,콜드브루,커피,19,104500
2024-04-24,카푸치노,라떼/기타,10,50000
2024-04-24,녹차라떼,라떼/기타,5,27500
2024-04-24,초코라떼,라떼/기타,6,33000
2024-04-24,에스프레소,커피,6,21000
2024-04-24,디카페인 아메리카노,커피,4,20000
2024-04-25,아메리카노,커피,44,198000
2024-04-25,카페라떼,라떼/기타,30,150000
2024-04-25,바닐라라떼,라떼/기타,18,99000
2024-04-25,콜드브루,커피,17,93500
2024-04-25,카푸치노,라떼/기타,12,60000
2024-04-25,녹차라떼,라떼/기타,8,44000
2024-04-25,초코라떼,라떼/기타,10,55000
2024-04-25,에스프레소,커피,6,21000
2024-04-25,디카페인 아메리카노,커피,4,20000
2024-04-26,아메리카노,커피,67,301500
2024-04-26,카페라떼,라떼/기타,37,185000
2024-04-26,바닐라라떼,라떼/기타,23,126500
2024-04-26,콜드브루,커피,20,110000
2024-04-26,카푸치노,라떼/기타,12,60000
2024-04-26,녹차라떼,라떼/기타,17,93500
2024-04-26,초코라떼,라떼/기타,5,27500
2024-04-26,에스프레소,커피,9,31500
2024-04-26,디카페인 아메리카노,커피,7,35000
2024-04-27,아메리카노,커피,41,184500
2024-04-27,카페라떼,라떼/기타,37,185000
2024-04-27,바닐라라떼,라떼/기타,18,99000
2024-04-27,콜드브루,커피,17,93500
2024-04-27,카푸치노,라떼/기타,14,70000
2024-04-27,녹차라떼,라떼/기타,8,44000
2024-04-27,초코라떼,라떼/기타,5,27500
2024-04-27,에스프레소,커피,6,21000
2024-04-27,디카페인 아메리카노,커피,3,15000
2024-04-28,아메리카노,커피,45,202500
2024-04-28,카페라떼,라떼/기타,31,155000
2024-04-28,바닐라라떼,라떼/기타,21,115500
2024-04-28,콜드브루,커피,19,104500
2024-04-28,카푸치노,라떼/기타,14,70000
2024-04-28,녹차라떼,라떼/기타,11,60500
2024-04-28,초코라떼,라떼/기타,9,49500
2024-04-28,에스프레소,커피,9,31500
2024-04-28,디카페인 아메리카노,커피,5,25000
2024-04-29,아메리카노,커피,48,216000
2024-04-29,카페라떼,라떼/기타,31,155000
2024-04-29,바닐라라떼,라떼/기타,20,110000
2024-04-29,콜드브루,커피,15,82500
2024-04-29,카푸치노,라떼/기타,10,50000
2024-04-29,녹차라떼,라떼/기타,12,66000
2024-04-29,초코라떼,라떼/기타,7,38500
2024-04-29,에스프레소,커피,6,21000
2024-04-29,디카페인 아메리카노,커피,3,15000
2024-04-30,아메리카노,커피,34,153000
2024-04-30,카페라떼,라떼/기타,25,125000
2024-04-30,바닐라라떼,라떼/기타,12,66000
2024-04-30,콜드브루,커피,16,88000
2024-04-30,카푸치노,라떼/기타,11,55000
2024-04-30,녹차라떼,라떼/기타,7,38500
2024-04-30,초코라떼,라떼/기타,5,27500
2024-04-30,에스프레소,커피,6,21000
2024-04-30,디카페인 아메리카노,커피,2,10000
2024-05-01,아메리카노,커피,13,58500
2024-05-01,카페라떼,라떼/기타,10,50000
2024-05-01,바닐라라떼,라떼/기타,14,77000
2024-05-01,콜드브루,커피,15,82500
2024-05-01,카푸치노,라떼/기타,10,50000
2024-05-01,녹차라떼,라떼/기타,8,44000
2024-05-01,초코라떼,라떼/기타,6,33000
2024-05-01,에스프레소,커피,5,17500
2024-05-01,디카페인 아메리카노,커피,3,15000
2024-05-02,아메리카노,커피,36,162000
2024-05-02,카페라떼,라떼/기타,28,140000
2024-05-02,바닐라라떼,라떼/기타,18,99000
2024-05-02,콜드브루,커피,12,66000
2024-05-02,카푸치노,라떼/기타,10,50000
2024-05-02,녹차라떼,라떼/기타,10,55000
2024-05-02,초코라떼,라떼/기타,6,33000
2024-05-02,에스프레소,커피,6,21000
2024-05-02,디카페인 아메리카노,커피,3,15000
2024-05-03,아메리카노,커피,44,198000
2024-05-03,카페라떼,라떼/기타,33,165000
2024-05-03,바닐라라떼,라떼/기타,23,126500
2024-05-03,콜드브루,커피,8,44000
2024-05-03,카푸치노,라떼/기타,12,60000
2024-05-03,녹차라떼,라떼/기타,8,44000
2024-05-03,초코라떼,라떼/기타,7,38500
2024-05-03,에스프레소,커피,7,24500
2024-05-03,디카페인 아메리카노,커피,6,30000
2024-05-04,아메리카노,커피,68,306000
2024-05-04,카페라떼,라떼/기타,60,300000
2024-05-04,바닐라라떼,라떼/기타,22,121000
2024-05-04,콜드브루,커피,22,121000
2024-05-04,카푸치노,라떼/기타,17,85000
2024-05-04,녹차라떼,라떼/기타,17,93500
2024-05-04,초코라떼,라떼/기타,13,71500
2024-05-04,에스프레소,커피,7,24500
2024-05-04,디카페인 아메리카노,커피,5,25000
2024-05-05,아메리카노,커피,75,337500
2024-05-05,카페라떼,라떼/기타,49,245000
2024-05-05,바닐라라떼,라떼/기타,29,159500
2024-05-05,콜드브루,커피,21,115500
2024-05-05,카푸치노,라떼/기타,10,50000
2024-05-05,녹차라떼,라떼/기타,12,66000
2024-05-05,초코라떼,라떼/기타,10,55000
2024-05-05,에스프레소,커피,8,28000
2024-05-05,디카페인 아메리카노,커피,6,30000
2024-05-06,아메리카노,커피,59,265500
2024-05-06,카페라떼,라떼/기타,31,155000
2024-05-06,바닐라라떼,라떼/기타,14,77000
2024-05-06,콜드브루,커피,20,110000
2024-05-06,카푸치노,라떼/기타,11,55000
2024-05-06,녹차라떼,라떼/기타,9,49500
2024-05-06,초코라떼,라떼/기타,8,44000
2024-05-06,에스프레소,커피,6,21000
2024-05-06,디카페인 아메리카노,커피,4,20000
2024-05-07,아메리카노,커피,37,166500
2024-05-07,카페라떼,라떼/기타,26,130000
2024-05-07,바닐라라떼,라떼/기타,15,82500
2024-05-07,콜드브루,커피,16,88000
2024-05-07,카푸치노,라떼/기타,10,50000
2024-05-07,녹차라떼,라떼/기타,6,33000
2024-05-07,초코라떼,라떼/기타,7,38500
2024-05-07,에스프레소,커피,6,21000
2024-05-07,디카페인 아메리카노,커피,4,20000
2024-05-08,아메리카노,커피,48,216000
2024-05-08,카페라떼,라떼/기타,31,155000
2024-05-08,바닐라라떼,라떼/기타,14,77000
2024-05-08,콜드브루,커피,12,66000
2024-05-08,카푸치노,라떼/기타,10,50000
2024-05-08,녹차라떼,라떼/기타,9,49500
2024-05-08,초코라떼,라떼/기타,8,44000
2024-05-08,에스프레소,커피,5,17500
2024-05-08,디카페인 아메리카노,커피,4,20000
2024-05-09,아메리카노,커피,61,274500
2024-05-09,카페라떼,라떼/기타,36,180000
2024-05-09,바닐라라떼,라떼/기타,17,93500
2024-05-09,콜드브루,커피,15,82500
2024-05-09,카푸치노,라떼/기타,11,55000
2024-05-09,녹차라떼,라떼/기타,10,55000
2024-05-09,초코라떼,라떼/기타,11,60500
2024-05-09,에스프레소,커피,7,24500
2024-05-09,디카페인 아메리카노,커피,6,30000
2024-05-10,아메리카노,커피,62,279000
2024-05-10,카페라떼,라떼/기타,33,165000
2024-05-10,바닐라라떼,라떼/기타,16,88000
2024-05-10,콜드브루,커피,19,104500
2024-05-10,카푸치노,라떼/기타,14,70000
2024-05-10,녹차라떼,라떼/기타,14,77000
2024-05-10,초코라떼,라떼/기타,8,44000
2024-05-10,에스프레소,커피,6,21000
2024-05-10,디카페인 아메리카노,커피,6,30000
2024-05-11,아메리카노,커피,59,265500
2024-05-11,카페라떼,라떼/기타,55,275000
2024-05-11,바닐라라떼,라떼/기타,15,82500
2024-05-11,콜드브루,커피,15,82500
2024-05-11,카푸치노,라떼/기타,17,85000
2024-05-11,녹차라떼,라떼/기타,11,60500
2024-05-11,초코라떼,라떼/기타,10,55000
2024-05-11,에스프레소,커피,5,17500
2024-05-11,디카페인 아메리카노,커피,5,25000
2024-05-12,아메리카노,커피,100,450000
2024-05-12,카페라떼,라떼/기타,42,210000
2024-05-12,바닐라라떼,라떼/기타,19,104500
2024-05-12,콜드브루,커피,17,93500
2024-05-12,카푸치노,라떼/기타,9,45000
2024-05-12,녹차라떼,라떼/기타,11,60500
2024-05-12,초코라떼,라떼/기타,7,38500
2024-05-12,에스프레소,커피,5,17500
2024-05-12,디카페인 아메리카노,커피,7,35000
2024-05-13,아메리카노,커피,54,243000
2024-05-13,카페라떼,라떼/기타,23,115000
2024-05-13,바닐라라떼,라떼/기타,23,126500
2024-05-13,콜드브루,커피,10,55000
2024-05-13,카푸치노,라떼/기타,13,65000
2024-05-13,녹차라떼,라떼/기타,8,44000
2024-05-13,초코라떼,라떼/기타,7,38500
2024-05-13,에스프레소,커피,4,14000
2024-05-13,디카페인 아메리카노,커피,3,15000
2024-05-14,아메리카노,커피,61,274500
2024-05-14,카페라떼,라떼/기타,28,140000
2024-05-14,바닐라라떼,라떼/기타,15,82500
2024-05-14,콜드브루,커피,16,88000
2024-05-14,카푸치노,라떼/기타,9,45000
2024-05-14,녹차라떼,라떼/기타,12,66000
2024-05-14,초코라떼,라떼/기타,10,55000
2024-05-14,에스프레소,커피,4,14000
2024-05-14,디카페인 아메리카노,커피,5,25000
2024-05-15,아메리카노,커피,51,229500
2024-05-15,카페라떼,라떼/기타,36,180000
2024-05-15,바닐라라떼,라떼/기타,20,110000
2024-05-15,콜드브루,커피,13,71500
2024-05-15,카푸치노,라떼/기타,10,50000
2024-05-15,녹차라떼,라떼/기타,11,60500
2024-05-15,초코라떼,라떼/기타,10,55000
2024-05-15,에스프레소,커피,6,21000
2024-05-15,디카페인 아메리카노,커피,4,20000
2024-05-16,아메리카노,커피,73,328500
2024-05-16,카페라떼,라떼/기타,41,205000
2024-05-16,바닐라라떼,라떼/기타,15,82500
2024-05-16,콜드브루,커피,15,82500
2024-05-16,카푸치노,라떼/기타,12,60000
2024-05-16,녹차라떼,라떼/기타,9,49500
2024-05-16,초코라떼,라떼/기타,8,44000
2024-05-16,에스프레소,커피,5,17500
2024-05-16,디카페인 아메리카노,커피,3,15000
2024-05-17,아메리카노,커피,51,229500
2024-05-17,카페라떼,라떼/기타,46,230000
2024-05-17,바닐라라떼,라떼/기타,21,115500
2024-05-17,콜드브루,커피,25,137500
2024-05-17,카푸치노,라떼/기타,12,60000
2024-05-17,녹차라떼,라떼/기타,12,66000
2024-05-17,초코라떼,라떼/기타,9,49500
2024-05-17,에스프레소,커피,7,24500
2024-05-17,디카페인 아메리카노,커피,6,30000
2024-05-18,아메리카노,커피,61,274500
2024-05-18,카페라떼,라떼/기타,40,200000
2024-05-18,바닐라라떼,라떼/기타,21,115500
2024-05-18,콜드브루,커피,17,93500
2024-05-18,카푸치노,라떼/기타,12,60000
2024-05-18,녹차라떼,라떼/기타,10,55000
2024-05-18,초코라떼,라떼/기타,6,33000
2024-05-18,에스프레소,커피,4,14000
2024-05-18,디카페인 아메리카노,커피,4,20000
2024-05-19,아메리카노,커피,45,202500
2024-05-19,카페라떼,라떼/기타,35,175000
2024-05-19,바닐라라떼,라떼/기타,10,55000
2024-05-19,콜드브루,커피,13,71500
2024-05-19,카푸치노,라떼/기타,9,45000
2024-05-19,녹차라떼,라떼/기타,11,60500
2024-05-19,초코라떼,라떼/기타,9,49500
2024-05-19,에스프레소,커피,6,21000
2024-05-19,디카페인 아메리카노,커피,8,40000
2024-05-20,아메리카노,커피,51,229500
2024-05-20,카페라떼,라떼/기타,33,165000
2024-05-20,바닐라라떼,라떼/기타,15,82500
2024-05-20,콜드브루,커피,10,55000
2024-05-20,카푸치노,라떼/기타,9,45000
2024-05-20,녹차라떼,라떼/기타,9,49500
2024-05-20,초코라떼,라떼/기타,5,27500
2024-05-20,에스프레소,커피,6,21000
2024-05-20,디카페인 아메리카노,커피,4,20000
2024-05-21,아메리카노,커피,55,247500
2024-05-21,카페라떼,라떼/기타,31,155000
2024-05-21,바닐라라떼,라떼/기타,21,115500
2024-05-21,콜드브루,커피,16,88000
2024-05-21,카푸치노,라떼/기타,13,65000
2024-05-21,녹차라떼,라떼/기타,10,55000
2024-05-21,초코라떼,라떼/기타,7,38500
2024-05-21,에스프레소,커피,6,21000
2024-05-21,디카페인 아메리카노,커피,4,20000
2024-05-22,아메리카노,커피,65,292500
2024-05-22,카페라떼,라떼/기타,35,175000
2024-05-22,바닐라라떼,라떼/기타,21,115500
2024-05-22,콜드브루,커피,17,93500
2024-05-22,카푸치노,라떼/기타,14,70000
2024-05-22,녹차라떼,라떼/기타,11,60500
2024-05-22,초코라떼,라떼/기타,9,49500
2024-05-22,에스프레소,커피,4,14000
2024-05-22,디카페인 아메리카노,커피,5,25000
2024-05-23,아메리카노,커피,56,252000
2024-05-23,카페라떼,라떼/기타,29,145000
2024-05-23,바닐라라떼,라떼/기타,18,99000
2024-05-23,콜드브루,커피,18,99000
2024-05-23,카푸치노,라떼/기타,11,55000
2024-05-23,녹차라떼,라떼/기타,11,60500
2024-05-23,초코라떼,라떼/기타,11,60500
2024-05-23,에스프레소,커피,4,14000
2024-05-23,디카페인 아메리카노,커피,3,15000
2024-05-24,아메리카노,커피,62,279000
2024-05-24,카페라떼,라떼/기타,46,230000
2024-05-24,바닐라라떼,라떼/기타,16,88000
2024-05-24,콜드브루,커피,19,104500
2024-05-24,카푸치노,라떼/기타,12,60000
2024-05-24,녹차라떼,라떼/기타,14,77000
2024-05-24,초코라떼,라떼/기타,8,44000
2024-05-24,에스프레소,커피,4,14000
2024-05-24,디카페인 아메리카노,커피,4,20000
2024-05-25,아메리카노,커피,51,229500
2024-05-25,카페라떼,라떼/기타,51,255000
2024-05-25,바닐라라떼,라떼/기타,18,99000
2024-05-25,콜드브루,커피,19,104500
2024-05-25,카푸치노,라떼/기타,15,75000
2024-05-25,녹차라떼,라떼/기타,15,82500
2024-05-25,초코라떼,라떼/기타,8,44000
2024-05-25,에스프레소,커피,7,24500
2024-05-25,디카페인 아메리카노,커피,6,30000
2024-05-26,아메리카노,커피,55,247500
2024-05-26,카페라떼,라떼/기타,27,135000
2024-05-26,바닐라라떼,라떼/기타,16,88000
2024-05-26,콜드브루,커피,12,66000
2024-05-26,카푸치노,라떼/기타,14,70000
2024-05-26,녹차라떼,라떼/기타,10,55000
2024-05-26,초코라떼,라떼/기타,9,49500
2024-05-26,에스프레소,커피,7,24500
2024-05-26,디카페인 아메리카노,커피,4,20000
2024-05-27,아메리카노,커피,39,175500
2024-05-27,카페라떼,라떼/기타,27,135000
2024-05-27,바닐라라떼,라떼/기타,15,82500
2024-05-27,콜드브루,커피,21,115500
2024-05-27,카푸치노,라떼/기타,6,30000
2024-05-27,녹차라떼,라떼/기타,8,44000
2024-05-27,초코라떼,라떼/기타,4,22000
2024-05-27,에스프레소,커피,5,17500
2024-05-27,디카페인 아메리카노,커피,4,20000
2024-05-28,아메리카노,커피,40,180000
2024-05-28,카페라떼,라떼/기타,22,110000
2024-05-28,바닐라라떼,라떼/기타,16,88000
2024-05-28,콜드브루,커피,13,71500
2024-05-28,카푸치노,라떼/기타,9,45000
2024-05-28,녹차라떼,라떼/기타,6,33000
2024-05-28,초코라떼,라떼/기타,5,27500
2024-05-28,에스프레소,커피,6,21000
2024-05-28,디카페인 아메리카노,커피,5,25000
2024-05-29,아메리카노,커피,55,247500
2024-05-29,카페라떼,라떼/기타,37,185000
2024-05-29,바닐라라떼,라떼/기타,13,71500
2024-05-29,콜드브루,커피,18,99000
2024-05-29,카푸치노,라떼/기타,10,50000
2024-05-29,녹차라떼,라떼/기타,6,33000
2024-05-29,초코라떼,라떼/기타,8,44000
2024-05-29,에스프레소,커피,7,24500
2024-05-29,디카페인 아메리카노,커피,5,25000
2024-05-30,아메리카노,커피,63,283500
2024-05-30,카페라떼,라떼/기타,44,220000
2024-05-30,바닐라라떼,라떼/기타,16,88000
2024-05-30,콜드브루,커피,22,121000
2024-05-30,카푸치노,라떼/기타,10,50000
2024-05-30,녹차라떼,라떼/기타,9,49500
2024-05-30,초코라떼,라떼/기타,8,44000
2024-05-30,에스프레소,커피,8,28000
2024-05-30,디카페인 아메리카노,커피,4,20000
2024-05-31,아메리카노,커피,92,414000
2024-05-31,카페라떼,라떼/기타,44,220000
2024-05-31,바닐라라떼,라떼/기타,21,115500
2024-05-31,콜드브루,커피,26,143000
2024-05-31,카푸치노,라떼/기타,17,85000
2024-05-31,녹차라떼,라떼/기타,14,77000
2024-05-31,초코라떼,라떼/기타,12,66000
2024-05-31,에스프레소,커피,10,35000
2024-05-31,디카페인 아메리카노,커피,5,25000
2024-06-01,아메리카노,커피,68,306000
2024-06-01,카페라떼,라떼/기타,42,210000
2024-06-01,바닐라라떼,라떼/기타,19,104500
2024-06-01,콜드브루,커피,22,121000
2024-06-01,카푸치노,라떼/기타,6,30000
2024-06-01,녹차라떼,라떼/기타,13,71500
2024-06-01,초코라떼,라떼/기타,12,66000
2024-06-01,에스프레소,커피,7,24500
2024-06-01,디카페인 아메리카노,커피,8,40000
2024-06-02,아메리카노,커피,59,265500
2024-06-02,카페라떼,라떼/기타,37,185000
2024-06-02,바닐라라떼,라떼/기타,22,121000
2024-06-02,콜드브루,커피,20,110000
2024-06-02,카푸치노,라떼/기타,12,60000
2024-06-02,녹차라떼,라떼/기타,11,60500
2024-06-02,초코라떼,라떼/기타,5,27500
2024-06-02,에스프레소,커피,8,28000
2024-06-02,디카페인 아메리카노,커피,5,25000
2024-06-03,아메리카노,커피,54,243000
2024-06-03,카페라떼,라떼/기타,33,165000
2024-06-03,바닐라라떼,라떼/기타,19,104500
2024-06-03,콜드브루,커피,17,93500
2024-06-03,카푸치노,라떼/기타,9,45000
2024-06-03,녹차라떼,라떼/기타,11,60500
2024-06-03,초코라떼,라떼/기타,7,38500
2024-06-03,에스프레소,커피,6,21000
2024-06-03,디카페인 아메리카노,커피,3,15000
2024-06-04,아메리카노,커피,47,211500
2024-06-04,카페라떼,라떼/기타,31,155000
2024-06-04,바닐라라떼,라떼/기타,13,71500
2024-06-04,콜드브루,커피,18,99000
2024-06-04,카푸치노,라떼/기타,9,45000
2024-06-04,녹차라떼,라떼/기타,14,77000
2024-06-04,초코라떼,라떼/기타,6,33000
2024-06-04,에스프레소,커피,7,24500
2024-06-04,디카페인 아메리카노,커피,2,10000
2024-06-05,아메리카노,커피,38,171000
2024-06-05,카페라떼,라떼/기타,27,135000
2024-06-05,바닐라라떼,라떼/기타,11,60500
2024-06-05,콜드브루,커피,14,77000
2024-06-05,카푸치노,라떼/기타,8,40000
2024-06-05,녹차라떼,라떼/기타,8,44000
2024-06-05,초코라떼,라떼/기타,6,33000
2024-06-05,에스프레소,커피,4,14000
2024-06-05,디카페인 아메리카노,커피,3,15000
2024-06-06,아메리카노,커피,53,238500
2024-06-06,카페라떼,라떼/기타,47,235000
2024-06-06,바닐라라떼,라떼/기타,21,115500
2024-06-06,콜드브루,커피,31,170500
2024-06-06,카푸치노,라떼/기타,8,40000
2024-06-06,녹차라떼,라떼/기타,15,82500
2024-06-06,초코라떼,라떼/기타,13,71500
2024-06-06,에스프레소,커피,5,17500
2024-06-06,디카페인 아메리카노,커피,6,30000
2024-06-07,아메리카노,커피,58,261000
2024-06-07,카페라떼,라떼/기타,41,205000
2024-06-07,바닐라라떼,라떼/기타,18,99000
2024-06-07,콜드브루,커피,30,165000
2024-06-07,카푸치노,라떼/기타,9,45000
2024-06-07,녹차라떼,라떼/기타,12,66000
2024-06-07,초코라떼,라떼/기타,9,49500
2024-06-07,에스프레소,커피,8,28000
2024-06-07,디카페인 아메리카노,커피,6,30000
2024-06-08,아메리카노,커피,111,499500
2024-06-08,카페라떼,라떼/기타,39,195000
2024-06-08,바닐라라떼,라떼/기타,28,154000
2024-06-08,콜드브루,커피,20,110000
2024-06-08,카푸치노,라떼/기타,12,60000
2024-06-08,녹차라떼,라떼/기타,11,60500
2024-06-08,초코라떼,라떼/기타,10,55000
2024-06-08,에스프레소,커피,11,38500
2024-06-08,디카페인 아메리카노,커피,6,30000
2024-06-09,아메리카노,커피,32,144000
2024-06-09,카페라떼,라떼/기타,37,185000
2024-06-09,바닐라라떼,라떼/기타,14,77000
2024-06-09,콜드브루,커피,21,115500
2024-06-09,카푸치노,라떼/기타,11,55000
2024-06-09,녹차라떼,라떼/기타,8,44000
2024-06-09,초코라떼,라떼/기타,7,38500
2024-06-09,에스프레소,커피,6,21000
2024-06-09,디카페인 아메리카노,커피,6,30000
2024-06-10,아메리카노,커피,71,319500
2024-06-10,카페라떼,라떼/기타,32,160000
2024-06-10,바닐라라떼,라떼/기타,17,93500
2024-06-10,콜드브루,커피,14,77000
2024-06-10,카푸치노,라떼/기타,10,50000
2024-06-10,녹차라떼,라떼/기타,9,49500
2024-06-10,초코라떼,라떼/기타,9,49500
2024-06-10,에스프레소,커피,5,17500
2024-06-10,디카페인 아메리카노,커피,2,10000
2024-06-11,아메리카노,커피,34,153000
2024-06-11,카페라떼,라떼/기타,32,160000
2024-06-11,바닐라라떼,라떼/기타,21,115500
2024-06-11,콜드브루,커피,14,77000
2024-06-11,카푸치노,라떼/기타,8,40000
2024-06-11,녹차라떼,라떼/기타,4,22000
2024-06-11,초코라떼,라떼/기타,6,33000
2024-06-11,에스프레소,커피,6,21000
2024-06-11,디카페인 아메리카노,커피,4,20000
2024-06-12,아메리카노,커피,38,171000
2024-06-12,카페라떼,라떼/기타,27,135000
2024-06-12,바닐라라떼,라떼/기타,14,77000
2024-06-12,콜드브루,커피,34,187000
2024-06-12,카푸치노,라떼/기타,7,35000
2024-06-12,녹차라떼,라떼/기타,7,38500
2024-06-12,초코라떼,라떼/기타,6,33000
2024-06-12,에스프레소,커피,6,21000
2024-06-12,디카페인 아메리카노,커피,3,15000
2024-06-13,아메리카노,커피,55,247500
2024-06-13,카페라떼,라떼/기타,19,95000
2024-06-13,바닐라라떼,라떼/기타,15,82500
2024-06-13,콜드브루,커피,16,88000
2024-06-13,카푸치노,라떼/기타,4,20000
2024-06-13,녹차라떼,라떼/기타,9,49500
2024-06-13,초코라떼,라떼/기타,6,33000
2024-06-13,에스프레소,커피,6,21000
2024-06-13,디카페인 아메리카노,커피,5,25000
2024-06-14,아메리카노,커피,67,301500
2024-06-14,카페라떼,라떼/기타,43,215000
2024-06-14,바닐라라떼,라떼/기타,27,148500
2024-06-14,콜드브루,커피,21,115500
2024-06-14,카푸치노,라떼/기타,13,65000
2024-06-14,녹차라떼,라떼/기타,9,49500
2024-06-14,초코라떼,라떼/기타,5,27500
2024-06-14,에스프레소,커피,7,24500
2024-06-14,디카페인 아메리카노,커피,7,35000
2024-06-15,아메리카노,커피,94,423000
2024-06-15,카페라떼,라떼/기타,35,175000
2024-06-15,바닐라라떼,라떼/기타,21,115500
2024-06-15,콜드브루,커피,24,132000
2024-06-15,카푸치노,라떼/기타,10,50000
2024-06-15,녹차라떼,라떼/기타,16,88000
2024-06-15,초코라떼,라떼/기타,9,49500
2024-06-15,에스프레소,커피,8,28000
2024-06-15,디카페인 아메리카노,커피,6,30000
2024-06-16,아메리카노,커피,59,265500
2024-06-16,카페라떼,라떼/기타,27,135000
2024-06-16,바닐라라떼,라떼/기타,12,66000
2024-06-16,콜드브루,커피,12,66000
2024-06-16,카푸치노,라떼/기타,14,70000
2024-06-16,녹차라떼,라떼/기타,8,44000
2024-06-16,초코라떼,라떼/기타,9,49500
2024-06-16,에스프레소,커피,8,28000
2024-06-16,디카페인 아메리카노,커피,4,20000
2024-06-17,아메리카노,커피,37,166500
2024-06-17,카페라떼,라떼/기타,32,160000
2024-06-17,바닐라라떼,라떼/기타,14,77000
2024-06-17,콜드브루,커피,9,49500
2024-06-17,카푸치노,라떼/기타,10,50000
2024-06-17,녹차라떼,라떼/기타,8,44000
2024-06-17,초코라떼,라떼/기타,7,38500
2024-06-17,에스프레소,커피,7,24500
2024-06-17,디카페인 아메리카노,커피,4,20000
2024-06-18,아메리카노,커피,25,112500
2024-06-18,카페라떼,라떼/기타,37,185000
2024-06-18,바닐라라떼,라떼/기타,15,82500
2024-06-18,콜드브루,커피,12,66000
2024-06-18,카푸치노,라떼/기타,9,45000
2024-06-18,녹차라떼,라떼/기타,12,66000
2024-06-18,초코라떼,라떼/기타,5,27500
2024-06-18,에스프레소,커피,4,14000
2024-06-18,디카페인 아메리카노,커피,5,25000
2024-06-19,아메리카노,커피,60,270000
2024-06-19,카페라떼,라떼/기타,30,150000
2024-06-19,바닐라라떼,라떼/기타,13,71500
2024-06-19,콜드브루,커피,16,88000
2024-06-19,카푸치노,라떼/기타,11,55000
2024-06-19,녹차라떼,라떼/기타,8,44000
2024-06-19,초코라떼,라떼/기타,4,22000
2024-06-19,에스프레소,커피,6,21000
2024-06-19,디카페인 아메리카노,커피,3,15000
2024-06-20,아메리카노,커피,55,247500
2024-06-20,카페라떼,라떼/기타,26,130000
2024-06-20,바닐라라떼,라떼/기타,22,121000
2024-06-20,콜드브루,커피,41,225500
2024-06-20,카푸치노,라떼/기타,9,45000
